document_ids,sentence_ids,sentences,event_type_ids,words,unique_words,entities,message_ids
c0be3841d33a7eaa11ebf0cc021679ff,2,"In the early 1960s, Birmingham was one of the most racially divided cities in the United States, both as enforced by law and culturally.",50,"['early', '1960s', 'Birmingham', 'one', 'racially', 'divide', 'city', 'United', 'States', 'enforce', 'law', 'culturally']","['States', 'early', 'United', 'one', 'Birmingham', 'racially', 'city', 'divide', '1960s', 'enforce', 'law', 'culturally']","[('the early 1960s', 'DATE'), ('Birmingham', 'GPE'), ('the United States', 'GPE')]",c0be3841d33a7eaa11ebf0cc021679ff_2
c0be3841d33a7eaa11ebf0cc021679ff,4,Martin Luther King Jr. called it the most segregated city in the country.,69,"['Main', 'Luther', 'King', 'Jr', 'call', 'segregate', 'city', 'country']","['call', 'King', 'Main', 'segregate', 'Luther', 'city', 'Jr', 'country']","[('Martin Luther King Jr.', 'PERSON')]",c0be3841d33a7eaa11ebf0cc021679ff_4
f554aab1bc90ec35eadda347226cb881,3,"The crew, probably under the mistaken belief that the aircraft had suffered a double engine flame-out, did not take the necessary actions to recover from the stall.",34,"['crew', 'probably', 'mistake', 'belief', 'aircraft', 'suffer', 'double', 'engine', 'flameout', 'take', 'necessary', 'action', 'recover', 'stall']","['probably', 'engine', 'stall', 'aircraft', 'action', 'double', 'suffer', 'crew', 'belief', 'necessary', 'mistake', 'recover', 'take', 'flameout']",[],f554aab1bc90ec35eadda347226cb881_3
f554aab1bc90ec35eadda347226cb881,8,Most of the passengers were tourists returning from a week's vacation in Panama.,6,"['passenger', 'tourist', 'return', 'week', 'vacation', 'Panama']","['passenger', 'Panama', 'return', 'tourist', 'vacation', 'week']","[('week', 'DATE'), ('Panama', 'GPE')]",f554aab1bc90ec35eadda347226cb881_8
d3d9bc5a95731a3bd1afee225cfe4473,5,This weakened the military and economic power of the central rulers.,129,"['weaken', 'military', 'economic', 'power', 'central', 'ruler']","['military', 'economic', 'weaken', 'central', 'ruler', 'power']",[],d3d9bc5a95731a3bd1afee225cfe4473_5
d3d9bc5a95731a3bd1afee225cfe4473,9,"During the civil war in Byzantium in 1320s and 1330s, the Serbs conquered most of the Bulgarian and Aromanian populated Macedonia from the Byzantines.",21,"['civil', 'war', 'Byzantium', '1320s', '1330s', 'Serbs', 'conquer', 'bulgarian', 'Aromanian', 'populate', 'Macedonia', 'Byzantines']","['populate', '1330s', 'Serbs', '1320s', 'Aromanian', 'Byzantines', 'war', 'conquer', 'bulgarian', 'Byzantium', 'Macedonia', 'civil']","[('Byzantium', 'LOC'), ('1320s', 'DATE'), ('1330s', 'DATE'), ('Serbs', 'NORP'), ('Bulgarian', 'NORP'), ('Aromanian', 'NORP'), ('Macedonia', 'GPE'), ('Byzantines', 'NORP')]",d3d9bc5a95731a3bd1afee225cfe4473_9
d3d9bc5a95731a3bd1afee225cfe4473,15,"In addition to the mainly Orthodox countries such as Bulgaria, Byzantium and Serbia, there were a number of Catholic possessions to the west and south held by Venice, Genoa and the Kingdom of Hungary as well as Kingdom of Bosnia whose Bosnian Church (closely related to the Bogomils) was considered heretic by both Orthodox and Catholics.",43,"['addition', 'mainly', 'Ohodox', 'countrie', 'Bulgaria', 'Byzantium', 'Serbia', 'number', 'catholic', 'possession', 'west', 'south', 'hold', 'Venice', 'Genoa', 'Kingdom', 'Hungary', 'well', 'Kingdom', 'Bosnia', 'whose', 'Bosnian', 'Church', 'closely', 'related', 'Bogomils', 'consider', 'heretic', 'Ohodox', 'Catholics']","['south', 'Hungary', 'west', 'Byzantium', 'well', 'countrie', 'Serbia', 'Genoa', 'closely', 'mainly', 'Bosnian', 'Bosnia', 'addition', 'Kingdom', 'Church', 'consider', 'Catholics', 'Bulgaria', 'hold', 'possession', 'number', 'Bogomils', 'whose', 'related', 'catholic', 'Ohodox', 'heretic', 'Venice']","[('Orthodox', 'NORP'), ('Bulgaria', 'GPE'), ('Byzantium', 'LOC'), ('Serbia', 'GPE'), ('Catholic', 'NORP'), ('Venice', 'GPE'), ('Genoa', 'GPE'), ('the Kingdom of Hungary', 'GPE'), ('Kingdom of Bosnia', 'GPE'), ('Bosnian Church', 'ORG'), ('Orthodox', 'NORP'), ('Catholics', 'NORP')]",d3d9bc5a95731a3bd1afee225cfe4473_15
d3d9bc5a95731a3bd1afee225cfe4473,18,During the civil war in Byzantium both Palaiologos and Kantakouzenos were trying to find external allies and used foreign mercenaries.,28,"['civil', 'war', 'Byzantium', 'Palaiologos', 'Kantakouzenos', 'try', 'find', 'external', 'ally', 'use', 'foreign', 'mercenary']","['foreign', 'Kantakouzenos', 'use', 'mercenary', 'Palaiologos', 'ally', 'war', 'try', 'Byzantium', 'find', 'external', 'civil']","[('Byzantium', 'LOC'), ('Palaiologos', 'PERSON'), ('Kantakouzenos', 'PERSON')]",d3d9bc5a95731a3bd1afee225cfe4473_18
d3d9bc5a95731a3bd1afee225cfe4473,19,The Bulgarian Emperor supported the first opponent whose stronghold was Constantinople.,42,"['Bulgarian', 'Emperor', 'suppoed', 'first', 'opponent', 'whose', 'stronghold', 'Constantinople']","['opponent', 'suppoed', 'whose', 'stronghold', 'first', 'Bulgarian', 'Constantinople', 'Emperor']","[('Bulgarian', 'NORP'), ('first', 'ORDINAL'), ('Constantinople', 'LOC')]",d3d9bc5a95731a3bd1afee225cfe4473_19
d3d9bc5a95731a3bd1afee225cfe4473,3,The situation in the Balkans on the eve of the Ottoman invasion.,23,"['situation', 'Balkans', 'eve', 'ottoman', 'invasion']","['invasion', 'Balkans', 'eve', 'situation', 'ottoman']","[('Balkans', 'LOC'), ('Ottoman', 'NORP')]",d3d9bc5a95731a3bd1afee225cfe4473_3
d3d9bc5a95731a3bd1afee225cfe4473,32,"In the same year the Ottomans seized their first fortress on the Balkans, Tsimpe on the Gallipoli peninsula, setting firm foot in Europe.",4,"['year', 'Ottomans', 'seize', 'first', 'foress', 'Balkans', 'Tsimpe', 'Gallipoli', 'peninsula', 'set', 'firm', 'foot', 'Europe']","['foot', 'Ottomans', 'set', 'Balkans', 'first', 'Europe', 'Tsimpe', 'peninsula', 'year', 'firm', 'Gallipoli', 'seize', 'foress']","[('the same year', 'DATE'), ('Ottomans', 'NORP'), ('first', 'ORDINAL'), ('Balkans', 'LOC'), ('Tsimpe', 'ORG'), ('Gallipoli', 'GPE'), ('Europe', 'LOC')]",d3d9bc5a95731a3bd1afee225cfe4473_32
d3d9bc5a95731a3bd1afee225cfe4473,13,Lack of stability was eminent in the southern Balkans as well: in 1341–1347 the Byzantine Empire was shaken by a bloody civil war between John V Palaiologos and John VI Kantakouzenos.,10,"['lack', 'stability', 'eminent', 'southern', 'Balkans', 'well', '1341–1347', 'Byzantine', 'Empire', 'shake', 'bloody', 'civil', 'war', 'John', 'Palaiologos', 'John', 'VI', 'Kantakouzenos']","['Kantakouzenos', 'Byzantine', 'lack', 'Empire', 'Balkans', 'Palaiologos', 'shake', 'bloody', 'John', 'southern', 'war', 'VI', 'eminent', 'well', '1341–1347', 'stability', 'civil']","[('Balkans', 'LOC'), ('the Byzantine Empire', 'GPE'), ('John V Palaiologos', 'PERSON'), ('John VI Kantakouzenos', 'PERSON')]",d3d9bc5a95731a3bd1afee225cfe4473_13
d3d9bc5a95731a3bd1afee225cfe4473,24,In June he defeated the Ottoman fleet near the Portogalos bay.,21,"['June', 'defeat', 'Ottoman', 'fleet', 'near', 'Poogalos', 'bay']","['Poogalos', 'defeat', 'fleet', 'June', 'bay', 'Ottoman', 'near']","[('June', 'DATE'), ('Ottoman', 'NORP'), ('Portogalos', 'GPE')]",d3d9bc5a95731a3bd1afee225cfe4473_24
d3d9bc5a95731a3bd1afee225cfe4473,28,"Soon after, on 7 July 1345, Ottoman forces under Umur Beg defeated Momchil's army in the battle of Peritor near his capital Xanthi.",21,"['soon', 'July', 'Ottoman', 'force', 'Umur', 'Beg', 'defeat', 'Momchils', 'army', 'battle', 'Peritor', 'near', 'capital', 'Xanthi']","['defeat', 'soon', 'Xanthi', 'Beg', 'capital', 'force', 'Momchils', 'battle', 'Umur', 'Ottoman', 'near', 'Peritor', 'July', 'army']","[('7 July 1345', 'DATE'), ('Ottoman', 'NORP'), ('Umur', 'GPE'), ('Momchil', 'PERSON'), ('Peritor', 'ORG'), ('Xanthi', 'PERSON')]",d3d9bc5a95731a3bd1afee225cfe4473_28
d3d9bc5a95731a3bd1afee225cfe4473,33,Until 1354 Ottoman forces again ravaged the lands around Yambol and Plovdiv as well as the lower valleys of the Maritsa and Tundzha rivers.,12,"['ottoman', 'force', 'ravage', 'land', 'around', 'Yambol', 'Plovdiv', 'well', 'low', 'valley', 'maritsa', 'Tundzha', 'river']","['land', 'ravage', 'river', 'force', 'maritsa', 'around', 'low', 'Plovdiv', 'well', 'ottoman', 'valley', 'Yambol', 'Tundzha']","[('1354', 'CARDINAL'), ('Ottoman', 'NORP'), ('Yambol', 'GPE'), ('Plovdiv', 'GPE'), ('Maritsa', 'LOC'), ('Tundzha', 'GPE')]",d3d9bc5a95731a3bd1afee225cfe4473_33
d3d9bc5a95731a3bd1afee225cfe4473,34,"In 1355 the Ottomans launched a campaign towards Sofia, but were soon engaged by the army of Ivan Alexander's eldest son and heir Michael Asen close to Ihtiman.",31,"['othman', 'launch', 'campaign', 'towards', 'Sofia', 'soon', 'engage', 'army', 'Ivan', 'Alexanders', 'eld', 'son', 'heir', 'Michael', 'Asen', 'close', 'Ihtiman']","['Michael', 'campaign', 'soon', 'Ivan', 'heir', 'engage', 'Sofia', 'launch', 'close', 'eld', 'towards', 'Ihtiman', 'othman', 'son', 'Asen', 'army', 'Alexanders']","[('1355', 'CARDINAL'), ('Ottomans', 'NORP'), ('Sofia', 'GPE'), (""Ivan Alexander's"", 'PERSON'), ('Michael Asen', 'PERSON'), ('Ihtiman', 'GPE')]",d3d9bc5a95731a3bd1afee225cfe4473_34
d56717052ba1bdddd460b053ac4f2c07,6,The siege began on 15 September.,31,"['siege', 'begin', 'September']","['begin', 'siege', 'September']","[('15 September', 'DATE')]",d56717052ba1bdddd460b053ac4f2c07_6
d56717052ba1bdddd460b053ac4f2c07,1,Imperial forces had captured the Venetian city of Padua in June 1509.,21,"['imperial', 'force', 'capture', 'venetian', 'city', 'Padua', 'June']","['Padua', 'capture', 'venetian', 'June', 'force', 'city', 'imperial']","[('Imperial', 'ORG'), ('Venetian', 'NORP'), ('Padua', 'GPE'), ('June 1509', 'DATE')]",d56717052ba1bdddd460b053ac4f2c07_1
cedbec730fde60c026025d895d0f0d34,3,"Longing for opportunities to expand the group's lineup, Vaughan and Double Trouble hired keyboardist Reese Wynans during the ""Soul to Soul"" recording sessions in Dallas, Texas.",139,"['longing', 'oppounitie', 'expand', 'group', 'lineup', 'Vaughan', 'Double', 'trouble', 'hire', 'keyboardist', 'Reese', 'Wynans', 'Soul', 'soul', 'recording', 'session', 'Dallas', 'Texas']","['Texas', 'longing', 'lineup', 'group', 'keyboardist', 'soul', 'Double', 'recording', 'session', 'Vaughan', 'Soul', 'trouble', 'Wynans', 'oppounitie', 'hire', 'Reese', 'Dallas', 'expand']","[('Vaughan', 'PERSON'), ('Reese Wynans', 'PERSON'), ('""Soul to Soul', 'WORK_OF_ART'), ('Dallas', 'GPE'), ('Texas', 'GPE')]",cedbec730fde60c026025d895d0f0d34_3
cedbec730fde60c026025d895d0f0d34,5,"The first leg of the tour's itinerary took the band to the United States and then on to Europe, where they performed for nearly two weeks.",89,"['first', 'leg', 'tour', 'itinerary', 'take', 'band', 'United', 'States', 'Europe', 'perform', 'nearly', 'two', 'week']","['States', 'United', 'perform', 'two', 'band', 'week', 'itinerary', 'first', 'Europe', 'leg', 'nearly', 'tour', 'take']","[('first', 'ORDINAL'), ('the United States', 'GPE'), ('Europe', 'LOC'), ('nearly two weeks', 'DATE')]",cedbec730fde60c026025d895d0f0d34_5
cedbec730fde60c026025d895d0f0d34,9,"Although the tour elicited a variety of reactions from music critics, it was generally well-received.",5,"['although', 'tour', 'elicit', 'variety', 'reaction', 'music', 'critic', 'generally', 'wellreceive']","['although', 'reaction', 'critic', 'variety', 'elicit', 'wellreceive', 'tour', 'music', 'generally']",[],cedbec730fde60c026025d895d0f0d34_9
cedbec730fde60c026025d895d0f0d34,10,"Among several sold-out shows, the Farm Aid concert sold over 40,000 tickets.",116,"['among', 'several', 'soldout', 'show', 'Farm', 'aid', 'conce', 'sell', 'ticket']","['sell', 'soldout', 'ticket', 'Farm', 'aid', 'conce', 'show', 'among', 'several']","[('Farm Aid', 'ORG'), ('over 40,000', 'CARDINAL')]",cedbec730fde60c026025d895d0f0d34_10
cedbec730fde60c026025d895d0f0d34,12,"The length of the Soul to Soul Tour, then Vaughan and Double Trouble's longest, exhausted the band as the final leg unfolded.",76,"['length', 'soul', 'soul', 'Tour', 'Vaughan', 'Double', 'trouble', 'longest', 'exhausted', 'band', 'final', 'leg', 'unfold']","['longest', 'soul', 'band', 'Double', 'final', 'exhausted', 'Tour', 'leg', 'unfold', 'Vaughan', 'trouble', 'length']","[('the Soul to Soul Tour', 'WORK_OF_ART'), ('Vaughan', 'PERSON')]",cedbec730fde60c026025d895d0f0d34_12
cedbec730fde60c026025d895d0f0d34,2,"Their commercial and critical acclaim had been demonstrated during the Couldn't Stand the Weather Tour in 1984, when they had played before a sold-out audience at Carnegie Hall.",8,"['commercial', 'critical', 'acclaim', 'demonstrate', 'could', 'not', 'stand', 'Weather', 'Tour', 'play', 'soldout', 'audience', 'Carnegie', 'Hall']","['acclaim', 'audience', 'soldout', 'play', 'critical', 'Carnegie', 'Tour', 'Hall', 'Weather', 'stand', 'demonstrate', 'commercial', 'not', 'could']","[('1984', 'DATE'), ('Carnegie Hall', 'ORG')]",cedbec730fde60c026025d895d0f0d34_2
cedbec730fde60c026025d895d0f0d34,4,"Throughout the tour, the band's success was confirmed as their performances consistently amazed and gratified their audiences.",18,"['throughout', 'tour', 'band', 'success', 'confirm', 'performance', 'consistently', 'amaze', 'gratified', 'audience']","['amaze', 'confirm', 'success', 'band', 'performance', 'consistently', 'throughout', 'gratified', 'tour', 'audience']",[],cedbec730fde60c026025d895d0f0d34_4
8eb177b649f5d27644631006a0494d77,4,The U.S. became re-involved in 2014 at the head of a new coalition; the insurgency and many dimensions of the civil armed conflict continue.,126,"['US', 'become', 'reinvolved', 'head', 'new', 'coalition', 'insurgency', 'many', 'dimension', 'civil', 'armed', 'conflict', 'continue']","['insurgency', 'dimension', 'conflict', 'coalition', 'many', 'reinvolved', 'US', 'continue', 'civil', 'new', 'head', 'armed', 'become']","[('U.S.', 'GPE'), ('2014', 'DATE')]",8eb177b649f5d27644631006a0494d77_4
8eb177b649f5d27644631006a0494d77,24,Nouri al-Maliki became Prime Minister in 2006 and remained in office until 2014.,126,"['Nouri', 'alMaliki', 'become', 'Prime', 'Minister', 'remain', 'office']","['Minister', 'Nouri', 'alMaliki', 'Prime', 'office', 'remain', 'become']","[('Nouri al-Maliki', 'PERSON'), ('2006', 'DATE'), ('2014', 'DATE')]",8eb177b649f5d27644631006a0494d77_24
8eb177b649f5d27644631006a0494d77,13,"The surge in troops gave greater security to Iraq's government and military, and was largely a success.",68,"['surge', 'troop', 'give', 'great', 'security', 'iraqs', 'government', 'military', 'largely', 'success']","['government', 'success', 'give', 'military', 'largely', 'troop', 'security', 'great', 'iraqs', 'surge']","[('Iraq', 'GPE')]",8eb177b649f5d27644631006a0494d77_13
8eb177b649f5d27644631006a0494d77,15,The U.S. formally withdrew all combat troops from Iraq by December 2011.,97,"['US', 'formally', 'withdraw', 'combat', 'troop', 'Iraq', 'December']","['combat', 'Iraq', 'withdraw', 'formally', 'US', 'troop', 'December']","[('U.S.', 'GPE'), ('Iraq', 'GPE'), ('December 2011', 'DATE')]",8eb177b649f5d27644631006a0494d77_15
8eb177b649f5d27644631006a0494d77,2,"An estimated 151,000 to 600,000 or more Iraqis were killed in the first three to four years of conflict.",20,"['estimate', 'Iraqis', 'kill', 'first', 'three', 'four', 'year', 'conflict']","['conflict', 'kill', 'estimate', 'first', 'Iraqis', 'three', 'year', 'four']","[('An estimated 151,000', 'CARDINAL'), ('Iraqis', 'NORP'), ('the first three to four years', 'DATE')]",8eb177b649f5d27644631006a0494d77_2
8eb177b649f5d27644631006a0494d77,5,The invasion occurred as part of a declared war against international terrorism and its sponsors under the administration of U.S. President George W. Bush following the September 11 terrorist attacks.,29,"['invasion', 'occur', 'pa', 'declare', 'war', 'international', 'terrorism', 'sponsor', 'administration', 'US', 'President', 'George', 'Bush', 'follow', 'September', 'terrorist', 'attack']","['President', 'pa', 'attack', 'invasion', 'terrorist', 'international', 'war', 'terrorism', 'US', 'Bush', 'September', 'sponsor', 'follow', 'declare', 'occur', 'George', 'administration']","[('U.S.', 'GPE'), ('George W. Bush', 'PERSON'), ('September 11', 'DATE')]",8eb177b649f5d27644631006a0494d77_5
8eb177b649f5d27644631006a0494d77,28,The majority of deaths occurred as a result of the insurgency and civil conflicts between 2004 and 2007.,29,"['majority', 'death', 'occur', 'result', 'insurgency', 'civil', 'conflict']","['insurgency', 'conflict', 'death', 'majority', 'result', 'occur', 'civil']","[('between 2004 and 2007', 'DATE')]",8eb177b649f5d27644631006a0494d77_28
8eb177b649f5d27644631006a0494d77,12,"The United States responded with a troop surge in 2007, a build up of 170,000 troops.",105,"['United', 'States', 'respond', 'troop', 'surge', 'build', 'troop']","['States', 'United', 'respond', 'troop', 'build', 'surge']","[('The United States', 'GPE'), ('2007', 'DATE'), ('170,000', 'CARDINAL')]",8eb177b649f5d27644631006a0494d77_12
8eb177b649f5d27644631006a0494d77,19,No stockpiles of WMDs or an active WMD program were ever found in Iraq.,1,"['stockpile', 'wmd', 'active', 'WMD', 'program', 'ever', 'find', 'Iraq']","['wmd', 'program', 'active', 'Iraq', 'ever', 'find', 'stockpile', 'WMD']","[('WMD', 'ORG'), ('Iraq', 'GPE')]",8eb177b649f5d27644631006a0494d77_19
8eb177b649f5d27644631006a0494d77,27,The Iraq War caused over a hundred thousand civilian deaths and tens of thousands of military deaths (see estimates below).,5,"['Iraq', 'War', 'cause', 'hundred', 'thousand', 'civilian', 'death', 'ten', 'thousand', 'military', 'death', 'see', 'estimate']","['thousand', 'estimate', 'civilian', 'ten', 'cause', 'Iraq', 'death', 'military', 'hundred', 'see', 'War']","[('The Iraq War', 'EVENT'), ('hundred thousand', 'CARDINAL'), ('tens of thousands', 'CARDINAL')]",8eb177b649f5d27644631006a0494d77_27
8eb177b649f5d27644631006a0494d77,8,Iraqi forces were quickly overwhelmed as U.S.-led forces swept through the country.,12,"['iraqi', 'force', 'quickly', 'overwhelm', 'usled', 'force', 'sweep', 'country']","['iraqi', 'overwhelm', 'sweep', 'quickly', 'force', 'usled', 'country']","[('Iraqi', 'NORP')]",8eb177b649f5d27644631006a0494d77_8
8eb177b649f5d27644631006a0494d77,11,Many violent insurgent groups were supported by Iran and al-Qaeda in Iraq.,130,"['many', 'violent', 'insurgent', 'group', 'suppoed', 'Iran', 'alQaeda', 'Iraq']","['insurgent', 'group', 'suppoed', 'many', 'Iraq', 'Iran', 'alQaeda', 'violent']","[('Iran', 'GPE'), ('al-Qaeda', 'ORG'), ('Iraq', 'GPE')]",8eb177b649f5d27644631006a0494d77_11
8eb177b649f5d27644631006a0494d77,14,The winding down of U.S. involvement in Iraq accelerated under President Barack Obama.,32,"['wind', 'US', 'involvement', 'Iraq', 'accelerate', 'President', 'Barack', 'Obama']","['President', 'Obama', 'wind', 'Iraq', 'involvement', 'US', 'accelerate', 'Barack']","[('U.S.', 'GPE'), ('Iraq', 'GPE'), ('Barack Obama', 'PERSON')]",8eb177b649f5d27644631006a0494d77_14
8eb177b649f5d27644631006a0494d77,18,"In 2004, the 9/11 Commission said there was no evidence of an operational relationship between the Saddam Hussein regime and al-Qaeda.",36,"['Commission', 'say', 'evidence', 'operational', 'relationship', 'Saddam', 'Hussein', 'regime', 'alQaeda']","['evidence', 'relationship', 'Hussein', 'say', 'regime', 'Saddam', 'alQaeda', 'Commission', 'operational']","[('2004', 'DATE'), ('the 9/11 Commission', 'ORG'), ('Saddam Hussein', 'PERSON'), ('al-Qaeda', 'ORG')]",8eb177b649f5d27644631006a0494d77_18
8eb177b649f5d27644631006a0494d77,21,The rationale of U.S. pre-war intelligence faced heavy criticism both domestically and internationally.,110,"['rationale', 'US', 'prewar', 'intelligence', 'face', 'heavy', 'criticism', 'domestically', 'internationally']","['criticism', 'rationale', 'heavy', 'prewar', 'domestically', 'face', 'US', 'internationally', 'intelligence']","[('U.S.', 'GPE')]",8eb177b649f5d27644631006a0494d77_21
